"start_index","objective","convergence","message","start_mu","fitted_mu","start_sigma","fitted_sigma","start_R_top","fitted_R_top","start_R_bottom","fitted_R_bottom","start_k","fitted_k","selected","start_transport_scale_top","start_transport_scale_bottom","fitted_transport_scale_top","fitted_transport_scale_bottom"
1,0.51829319031644,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1,0.86823096579196,0.6,2.5,2,0.171752319542161,3,3.23919855107525,0.005,0.00612584337127962,FALSE,2,3,0.149120682273099,2.81237248639198
2,0.518293229147525,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",7.32270804579603,0.100742401631114,1.64018924534321,2.5,13.1741465789964,1.48170038967608,28.046700189868,28.1231053721008,0.0489113214192912,0.00613149542770129,FALSE,96.4704291505134,205.377797138375,0.149270055753725,2.83318917651031
3,0.518293187235303,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",7.499749535718,0.312548104043985,1.34583027791232,2.5,14.1307892023353,0.477230313622021,7.73732184779365,9.01605458062627,0.00587436808273196,0.00612738215610136,TRUE,105.977379759543,58.0279759356911,0.149157429714879,2.81795076513182
4,0.518293187896465,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.32480930155143,0.197212578293878,1.86781195513904,2.5,9.20906134734396,0.756394620414157,13.9225553940516,14.2940553029255,0.0237498540780507,0.00612769658050586,FALSE,21.409311478863,32.3672862814562,0.149170533299495,2.81896750056521
5,0.519060836879373,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",6.65205862723524,0.0517384513423462,0.423199833370745,2.49999582517224,14.4103338078829,2.64051877804838,28.20643423039,28.432071114555,0.0280166373122483,0.00556275375885427,FALSE,95.8583853280667,187.630854165809,0.136616352316608,1.47103132792253
